timestamp,gatewayId,nodeId,status,vibX,vibY,vibZ,rssi
2026-06-10T12:10:51.909Z,1780911823730,1780912590722,2,248,92,0,0
2026-06-10T12:10:54.932Z,1780911823730,1780912590722,2,249,92,0,0
2026-06-10T12:10:57.952Z,1780911823730,1780912590722,1,240,92,0,0
2026-06-10T12:11:00.967Z,1780911823730,1780912590722,1,240,92,0,0
2026-06-10T12:11:03.982Z,1780911823730,1780912590722,1,242,92,0,0
2026-06-10T12:11:07.001Z,1780911823730,1780912590722,1,236,92,0,0
2026-06-10T12:11:10.011Z,1780911823730,1780912590722,1,246,92,0,0
2026-06-10T12:11:13.029Z,1780911823730,1780912590722,1,241,92,0,0
2026-06-10T12:11:16.044Z,1780911823730,1780912590722,1,231,92,0,0
2026-06-10T12:11:19.059Z,1780911823730,1780912590722,1,231,92,0,0
2026-06-10T12:11:22.072Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:11:25.077Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:11:28.085Z,1780911823730,1780912590722,2,248,92,0,0
2026-06-10T12:11:31.092Z,1780911823730,1780912590722,1,230,92,0,0
2026-06-10T12:11:34.112Z,1780911823730,1780912590722,1,236,92,0,0
2026-06-10T12:11:37.117Z,1780911823730,1780912590722,1,232,92,0,0
2026-06-10T12:11:40.127Z,1780911823730,1780912590722,1,247,92,0,0
2026-06-10T12:11:43.148Z,1780911823730,1780912590722,2,249,92,0,0
2026-06-10T12:11:46.156Z,1780911823730,1780912590722,1,244,92,0,0
2026-06-10T12:11:49.168Z,1780911823730,1780912590722,1,245,92,0,0
2026-06-10T12:11:55.197Z,1780911823730,1780912590722,1,242,92,0,0
2026-06-10T12:12:01.221Z,1780911823730,1780912590722,2,248,92,0,0
2026-06-10T12:12:07.254Z,1780911823730,1780912590722,1,247,92,0,0
2026-06-10T12:12:10.259Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:12:13.274Z,1780911823730,1780912590722,1,237,92,0,0
2026-06-10T12:12:16.287Z,1780911823730,1780912590722,2,249,92,0,0
2026-06-10T12:12:19.296Z,1780911823730,1780912590722,1,240,92,0,0
2026-06-10T12:12:22.312Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:12:25.319Z,1780911823730,1780912590722,1,239,92,0,0
2026-06-10T12:12:28.336Z,1780911823730,1780912590722,1,235,92,0,0
2026-06-10T12:12:31.348Z,1780911823730,1780912590722,1,234,92,0,0
2026-06-10T12:12:34.361Z,1780911823730,1780912590722,1,231,92,0,0
2026-06-10T12:12:37.371Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:12:40.390Z,1780911823730,1780912590722,1,231,92,0,0
2026-06-10T12:12:43.407Z,1780911823730,1780912590722,1,244,92,0,0
2026-06-10T12:12:46.422Z,1780911823730,1780912590722,1,230,92,0,0
2026-06-10T12:12:49.432Z,1780911823730,1780912590722,1,238,92,0,0
2026-06-10T12:12:52.441Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:12:55.448Z,1780911823730,1780912590722,1,234,92,0,0
2026-06-10T12:12:58.453Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:13:01.462Z,1780911823730,1780912590722,1,238,92,0,0
2026-06-10T12:13:04.472Z,1780911823730,1780912590722,1,246,92,0,0
2026-06-10T12:13:07.491Z,1780911823730,1780912590722,1,231,92,0,0
2026-06-10T12:13:10.512Z,1780911823730,1780912590722,1,230,92,0,0
2026-06-10T12:13:13.521Z,1780911823730,1780912590722,1,244,92,0,0
2026-06-10T12:13:16.538Z,1780911823730,1780912590722,2,249,92,0,0
2026-06-10T12:13:19.560Z,1780911823730,1780912590722,1,237,92,0,0
2026-06-10T12:13:22.578Z,1780911823730,1780912590722,2,249,92,0,0
2026-06-10T12:13:25.587Z,1780911823730,1780912590722,1,236,92,0,0
2026-06-10T12:13:28.601Z,1780911823730,1780912590722,1,235,92,0,0
2026-06-10T12:13:31.606Z,1780911823730,1780912590722,1,236,92,0,0
2026-06-10T12:13:34.614Z,1780911823730,1780912590722,1,247,92,0,0
2026-06-10T12:13:37.632Z,1780911823730,1780912590722,1,246,92,0,0
2026-06-10T12:13:40.648Z,1780911823730,1780912590722,1,238,92,0,0
2026-06-10T12:13:43.675Z,1780911823730,1780912590722,1,246,92,0,0
2026-06-10T12:13:46.695Z,1780911823730,1780912590722,1,241,92,0,0
2026-06-10T12:13:49.707Z,1780911823730,1780912590722,1,238,92,0,0
2026-06-10T12:13:52.712Z,1780911823730,1780912590722,1,245,92,0,0
2026-06-10T12:13:55.720Z,1780911823730,1780912590722,1,235,92,0,0
2026-06-10T12:13:58.724Z,1780911823730,1780912590722,1,241,92,0,0
2026-06-10T12:14:01.743Z,1780911823730,1780912590722,1,238,92,0,0
2026-06-10T12:14:04.748Z,1780911823730,1780912590722,1,239,92,0,0
2026-06-10T12:14:07.760Z,1780911823730,1780912590722,1,246,92,0,0
2026-06-10T12:14:10.767Z,1780911823730,1780912590722,1,235,92,0,0
2026-06-10T12:14:13.774Z,1780911823730,1780912590722,1,235,92,0,0
2026-06-10T12:14:16.787Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:14:19.794Z,1780911823730,1780912590722,1,233,92,0,0
2026-06-10T12:14:22.800Z,1780911823730,1780912590722,1,239,92,0,0
2026-06-10T12:14:25.805Z,1780911823730,1780912590722,1,242,92,0,0
